3.38	0.48
3.39	0.48
3.4	0.48
3.41	0.48
3.42	0.46
3.43	0.46
3.44	0.46
3.45	0.44
3.46	0.44
3.47	0.44
3.48	0.44
3.49	0.42
3.5	0.42
3.51	0.42
3.52	0.4
3.53	0.4
3.54	0.4
3.55	0.38
3.56	0.38
3.57	0.38
3.58	0.36
3.59	0.36
3.6	0.36
3.61	0.36
3.62	0.34
3.63	0.34
3.64	0.34
3.65	0.32
3.66	0.32
3.67	0.32
3.68	0.32
3.69	0.3
3.7	0.3
3.71	0.3
3.72	0.48
3.73	0.48
3.74	0.48
3.75	0.46
3.76	0.46
3.77	0.46
3.78	0.44
3.79	0.44
3.8	0.44
3.81	0.44
3.82	0.42
3.83	0.42
3.84	0.42
3.85	0.4
3.86	0.4
3.87	0.4
3.88	0.4
3.89	0.38
3.9	0.38
3.91	0.38
3.92	0.36
3.93	0.36
3.94	0.36
3.95	0.34
3.96	0.34
3.97	0.34
3.98	0.34
3.99	0.32
4	0.32
