0.0235, 0.2130
0.1034, 0.2129
0.2183, 0.2129
0.3082, 0.2134
0.4630, 0.2128
0.5928, 0.2128
0.7227, 0.2137
0.7876, 0.2176
0.8427, 0.2275
0.8778, 0.2363
0.9080, 0.2496
0.9384, 0.2723
0.9588, 0.3024
0.9793, 0.3290
0.9898, 0.3595
1.0056, 0.4143
1.0161, 0.4433
1.0462, 0.4488
1.1010, 0.4448
1.1109, 0.4384
1.1407, 0.4265
1.1904, 0.4107
1.2451, 0.3979
1.2848, 0.3860
1.3288, 0.3779
1.3841, 0.3687
1.4326, 0.3608
1.5017, 0.3505
1.5605, 0.3405
1.6194, 0.3326
1.7024, 0.3230
1.7786, 0.3154
1.8443, 0.3065
1.9066, 0.2990
1.9897, 0.2911
2.0520, 0.2845
2.1386, 0.2766
2.2044, 0.2708
2.3048, 0.2625
2.3983, 0.2553
2.4642, 0.2512
2.5923, 0.2432
2.6755, 0.2381
2.7655, 0.2312
2.8834, 0.2260
2.9942, 0.2198
3.1086, 0.2153
3.1917, 0.2108
3.2784, 0.2070
3.3685, 0.2036
3.4447, 0.2012
3.5314, 0.1967
3.6353, 0.1936
3.7255, 0.1901
3.8017, 0.1880
3.8849, 0.1846
3.9923, 0.1814
4.0790, 0.1790

