0.2258, 0.2335
0.5237, 0.2338
0.7053, 0.2339
0.7782, 0.2396
0.8001, 0.2425
0.8258, 0.2488
0.8442, 0.2534
0.8774, 0.2652
0.9187, 0.2929
0.9373, 0.3026
0.9487, 0.3139
0.9601, 0.3236
0.9607, 0.3367
0.9846, 0.3805
0.9926, 0.3961
1.0003, 0.4066
1.0083, 0.4209
1.0233, 0.4314
1.0274, 0.4420
1.0281, 0.4563
1.0542, 0.4714
1.0798, 0.4747
1.1051, 0.4722
1.1232, 0.4704
1.1520, 0.4662
1.1990, 0.4606
1.2496, 0.4559
1.2893, 0.4511
1.3000, 0.4469
1.3217, 0.4439
1.3433, 0.4409
1.3614, 0.4384
1.5852, 0.4088
1.6177, 0.4050
1.6682, 0.3977
1.7079, 0.3926
1.7513, 0.3883
1.7910, 0.3840
1.8273, 0.3818
1.8451, 0.3750
1.8994, 0.3720
1.9680, 0.3634
2.0982, 0.3509
2.3659, 0.3276
2.4093, 0.3246
2.4492, 0.3220
2.4854, 0.3198
2.5180, 0.3185
2.5541, 0.3146
2.5794, 0.3120
2.6121, 0.3107
